season,posteam,field_zone,pass_rate,plays
2025,TEN,1. Own End (75-100),0.6363636363636364,110
2025,TEN,2. Own Mid (50-74),0.5789473684210527,304
2025,TEN,3. Opp Mid (25-49),0.5445026178010471,191
2025,TEN,4. Red Zone (10-24),0.5833333333333334,36
2025,TEN,5. Goal-to-Go (<10),0.6206896551724138,29
2025,WAS,1. Own End (75-100),0.5365853658536586,82
2025,WAS,2. Own Mid (50-74),0.5226480836236934,287
2025,WAS,3. Opp Mid (25-49),0.5789473684210527,209
2025,WAS,4. Red Zone (10-24),0.49382716049382713,81
2025,WAS,5. Goal-to-Go (<10),0.36666666666666664,60
