season,posteam,down,dist_bucket,pass_rate,epa,success,plays
2023,MIN,2,Med-Short (3-5),0.5161290322580645,0.14425317226015333,0.5645161290322581,62
2023,MIN,2,Medium (6-9),0.7666666666666667,-0.011398889925072177,0.45555555555555555,90
2023,MIN,2,Short (1-2),0.47058823529411764,-0.20487785377618445,0.47058823529411764,34
2023,MIN,3,Long (10+),0.8222222222222222,0.4354844056547496,0.4,45
2023,MIN,3,Med-Short (3-5),0.9555555555555556,-0.6158970782647606,0.4,45
2023,MIN,3,Medium (6-9),0.9272727272727272,0.02409354986000701,0.4,55
2023,MIN,3,Short (1-2),0.6111111111111112,-0.10447313936149133,0.6666666666666666,36
2023,MIN,4,Long (10+),1.0,-2.8917459986405447,0.0,2
2023,MIN,4,Med-Short (3-5),0.8,0.8170912666595541,0.6,5
2023,MIN,4,Medium (6-9),0.5,2.576141732148244,0.75,4
2023,MIN,4,Short (1-2),0.4,0.6864770977059379,0.7,10
2023,NE,1,Long (10+),0.5085227272727273,-0.10577600226249408,0.39488636363636365,352
2023,NE,1,Med-Short (3-5),0.0,0.2613776827638503,1.0,2
2023,NE,1,Medium (6-9),0.0,0.5525687086919788,0.8333333333333334,6
2023,NE,1,Short (1-2),0.6666666666666666,-0.11017599826057752,0.3333333333333333,3
2023,NE,2,Long (10+),0.7032967032967034,-0.22623265667237688,0.31868131868131866,91
2023,NE,2,Med-Short (3-5),0.4642857142857143,-0.24650190563365218,0.4107142857142857,56
2023,NE,2,Medium (6-9),0.6494845360824743,-0.06534460881309699,0.36082474226804123,97
2023,NE,2,Short (1-2),0.27906976744186046,0.15174043255378925,0.6046511627906976,43
