season,posteam,formation,plays,epa,pass_rate,success,usage_pct
2025,HOU,Shotgun,533,-0.021776478770822293,0.7335834896810507,0.4146341463414634,59.4
2025,HOU,Under Center,333,-0.033506777233750486,0.2972972972972973,0.40540540540540543,37.1
2025,IND,No-Huddle Shotgun,32,-0.2567649672209882,0.59375,0.375,4.0
2025,IND,No-Huddle UC,1,-0.03306041844189167,0.0,0.0,0.1
2025,IND,Shotgun,551,0.029121235109556897,0.6569872958257713,0.4301270417422868,68.9
2025,IND,Under Center,216,0.1835366140582698,0.35648148148148145,0.5092592592592593,27.0
2025,JAX,No-Huddle Shotgun,41,0.11074716699834362,0.8536585365853658,0.4634146341463415,5.3
2025,JAX,No-Huddle UC,9,0.4769122959437987,0.4444444444444444,0.4444444444444444,1.2
2025,JAX,Shotgun,448,0.00804973816278957,0.7388392857142857,0.45089285714285715,58.0
2025,JAX,Under Center,274,0.11000751835837057,0.28832116788321166,0.4854014598540146,35.5
2025,KC,No-Huddle Shotgun,21,0.7015536680510083,0.8571428571428571,0.7142857142857143,2.4
2025,KC,Shotgun,693,-0.0021483752174043676,0.6911976911976911,0.45454545454545453,78.8
2025,KC,Under Center,166,-0.0033376371933435305,0.2289156626506024,0.39759036144578314,18.9
2025,LA,No-Huddle Shotgun,56,0.31734035031279617,0.9464285714285714,0.6428571428571429,6.9
2025,LA,No-Huddle UC,5,-0.28046322031877935,0.8,0.4,0.6
2025,LA,Shotgun,296,0.23784342160110425,0.8817567567567568,0.5236486486486487,36.6
2025,LA,Under Center,451,0.0936761564737408,0.42350332594235035,0.5077605321507761,55.8
2025,LAC,No-Huddle Shotgun,23,-0.12800381996076676,0.8260869565217391,0.4782608695652174,2.7
2025,LAC,Shotgun,588,-0.03870500134879413,0.6955782312925171,0.41836734693877553,68.9
2025,LAC,Under Center,243,0.01998501779782582,0.32510288065843623,0.4403292181069959,28.5
2025,LV,No-Huddle Shotgun,38,0.16946388571369952,0.868421052631579,0.4473684210526316,5.5
2025,LV,No-Huddle UC,7,0.6848973102002803,0.5714285714285714,0.42857142857142855,1.0
2025,LV,Shotgun,400,-0.30154713163432434,0.7675,0.3575,57.9
2025,LV,Under Center,246,-0.23562400220224644,0.2886178861788618,0.3699186991869919,35.6
2025,MIA,No-Huddle Shotgun,16,-0.28614899911917746,0.875,0.5,2.5
2025,MIA,No-Huddle UC,3,-0.44150777568574995,0.3333333333333333,0.0,0.5
2025,MIA,Shotgun,459,-0.012888492282209823,0.6013071895424836,0.4117647058823529,70.4
2025,MIA,Under Center,174,0.17398087148342864,0.3735632183908046,0.5172413793103449,26.7
2025,MIN,No-Huddle Shotgun,36,0.006326775933504219,0.9166666666666666,0.5555555555555556,5.1
2025,MIN,No-Huddle UC,16,0.06568304550273751,0.5625,0.5,2.3
2025,MIN,Shotgun,352,-0.14630952426376048,0.78125,0.3977272727272727,50.0
2025,MIN,Under Center,300,-0.12754938235719843,0.30333333333333334,0.43666666666666665,42.6
2025,NE,No-Huddle Shotgun,10,-0.1705189977423288,0.8,0.5,1.3
2025,NE,No-Huddle UC,4,0.03744351246859878,0.25,0.5,0.5
2025,NE,Shotgun,432,0.23317811412873968,0.7708333333333334,0.5416666666666666,54.8
2025,NE,Under Center,343,0.11668994951249032,0.2915451895043732,0.45481049562682213,43.5
2025,NO,No-Huddle Shotgun,149,-0.05098905140848205,0.5167785234899329,0.4563758389261745,18.4
2025,NO,No-Huddle UC,18,0.061603604647744864,0.5,0.3888888888888889,2.2
2025,NO,Shotgun,476,-0.05968570588703978,0.7142857142857143,0.42436974789915966,58.8
2025,NO,Under Center,166,-0.18877809974648962,0.2289156626506024,0.3614457831325301,20.5
2025,NYG,No-Huddle Shotgun,145,0.06577906030631493,0.5379310344827586,0.46206896551724136,17.1
2025,NYG,No-Huddle UC,34,-0.0073047397754100315,0.23529411764705882,0.5,4.0
2025,NYG,Shotgun,503,-0.012251239760908365,0.6123260437375746,0.40556660039761433,59.5
2025,NYG,Under Center,164,0.00043151283011311757,0.34146341463414637,0.3902439024390244,19.4
2025,NYJ,No-Huddle Shotgun,37,-0.11360726107975368,0.3783783783783784,0.43243243243243246,5.6
2025,NYJ,No-Huddle UC,2,0.4664157825172879,0.0,1.0,0.3
2025,NYJ,Shotgun,427,-0.18259876530542785,0.5971896955503513,0.38173302107728335,64.8
2025,NYJ,Under Center,193,-0.16485219769535098,0.27979274611398963,0.41968911917098445,29.3
2025,PHI,No-Huddle Shotgun,154,0.06815403001389059,0.564935064935065,0.5194805194805194,19.4
2025,PHI,No-Huddle UC,7,0.33109143882757053,0.42857142857142855,0.5714285714285714,0.9
2025,PHI,Shotgun,477,-0.01111171908889978,0.6708595387840671,0.39622641509433965,60.2
2025,PHI,Under Center,154,0.1080525876831735,0.24675324675324675,0.461038961038961,19.4
2025,PIT,No-Huddle Shotgun,75,0.025184158159853018,0.76,0.4533333333333333,8.9
2025,PIT,No-Huddle UC,13,-0.018649246919756897,0.23076923076923078,0.5384615384615384,1.6
2025,PIT,Shotgun,485,0.03494506582247686,0.7463917525773196,0.4329896907216495,57.9
2025,PIT,Under Center,265,0.05194665382952289,0.2830188679245283,0.46037735849056605,31.6
2025,SEA,No-Huddle Shotgun,33,0.13791010912532467,0.7878787878787878,0.5151515151515151,4.8
2025,SEA,No-Huddle UC,25,0.014238860302139073,0.4,0.52,3.6
2025,SEA,Shotgun,314,-0.0008320313948958632,0.732484076433121,0.4681528662420382,45.4
2025,SEA,Under Center,320,0.07304916316162027,0.353125,0.471875,46.2
2025,SF,No-Huddle Shotgun,14,0.40675401320082266,0.9285714285714286,0.6428571428571429,1.6
2025,SF,No-Huddle UC,15,-0.10545063211660212,0.26666666666666666,0.3333333333333333,1.7
2025,SF,Shotgun,475,0.1267119729921209,0.7621052631578947,0.4863157894736842,54.3
2025,SF,Under Center,371,0.037569117052053826,0.33962264150943394,0.49056603773584906,42.4
2025,TB,No-Huddle Shotgun,45,-0.08778478884164037,0.5333333333333333,0.4888888888888889,5.2
2025,TB,No-Huddle UC,6,-0.018809018831234425,0.0,0.5,0.7
2025,TB,Shotgun,506,0.009230236617056749,0.733201581027668,0.4268774703557312,58.5
2025,TB,Under Center,308,0.04368850624463729,0.2532467532467532,0.4512987012987013,35.6
2025,TEN,No-Huddle Shotgun,33,-0.09888778224403998,0.8787878787878788,0.3333333333333333,4.9
2025,TEN,No-Huddle UC,5,0.7421476953779347,0.4,0.6,0.7
2025,TEN,Shotgun,418,-0.15580023418612188,0.7081339712918661,0.37559808612440193,62.4
2025,TEN,Under Center,214,-0.19655615280805921,0.2897196261682243,0.35514018691588783,31.9
2025,WAS,No-Huddle Shotgun,409,0.017707703418778104,0.6063569682151589,0.4547677261613692,56.9
2025,WAS,No-Huddle UC,36,0.0082100079501591,0.2222222222222222,0.4444444444444444,5.0
2025,WAS,Shotgun,217,0.031252793628765985,0.5207373271889401,0.4423963133640553,30.2
2025,WAS,Under Center,57,0.016031692296740386,0.14035087719298245,0.42105263157894735,7.9
